step,sensor,pos_x,pos_y,pos_z,ori_l,ori_i,ori_j,ori_k,vel_a,vel_b,vel_c
34491,DEPTH,-59.109760,775.508584,767.868644,0.102854,0.134290,-0.967604,-0.187180,-0.259642,3.212934,3.005778
34492,IMU,-59.112350,775.540714,767.898702,0.102884,0.134307,-0.967652,-0.187152,-0.258187,3.212990,3.005846
34493,IMU,-59.114929,775.572841,767.928759,0.102978,0.134218,-0.967652,-0.187164,-0.257722,3.212393,3.005520
34494,IMU,-59.117505,775.604961,767.958813,0.102961,0.134115,-0.967675,-0.187131,-0.257483,3.211571,3.005430
34495,DEPTH,-59.118278,775.604807,767.958630,0.102993,0.134114,-0.967669,-0.187099,-0.257514,3.211563,3.005359
34496,IMU,-59.120849,775.636919,767.988687,0.103016,0.134025,-0.967675,-0.187162,-0.256777,3.210738,3.005996
34497,IMU,-59.123418,775.669023,768.018745,0.103089,0.133970,-0.967667,-0.187204,-0.256865,3.210111,3.005621
34498,IMU,-59.125988,775.701125,768.048802,0.103113,0.133925,-0.967685,-0.187131,-0.257193,3.210272,3.005830
34499,DEPTH,-59.126999,775.700924,768.048564,0.103155,0.133922,-0.967677,-0.187090,-0.257234,3.210263,3.005738
34500,IMU,-59.129568,775.733022,768.078622,0.103176,0.133949,-0.967683,-0.187088,-0.256700,3.209388,3.005811
34501,IMU,-59.132128,775.765116,768.108677,0.103123,0.133958,-0.967685,-0.187098,-0.255326,3.209285,3.005184
34502,IMU,-59.134680,775.797209,768.138735,0.103197,0.133965,-0.967692,-0.187018,-0.254933,3.209391,3.006505
34503,DEPTH,-59.133665,775.797410,768.138973,0.103155,0.133968,-0.967699,-0.187059,-0.254892,3.209400,3.006597
34504,IMU,-59.136210,775.829503,768.169037,0.103172,0.134013,-0.967697,-0.186971,-0.254210,3.209210,3.006263
34505,IMU,-59.138750,775.861596,768.199100,0.103095,0.134011,-0.967711,-0.186944,-0.253760,3.209472,3.006363
34506,IMU,-59.141287,775.893686,768.229160,0.103126,0.134040,-0.967707,-0.186929,-0.253596,3.208474,3.005607
34507,DEPTH,-59.143403,775.893272,768.228669,0.103213,0.134035,-0.967691,-0.186846,-0.253682,3.208455,3.005417
34508,IMU,-59.145939,775.925360,768.258723,0.103171,0.134013,-0.967715,-0.186881,-0.253653,3.209121,3.005464
34509,IMU,-59.148474,775.957449,768.288774,0.103255,0.134012,-0.967715,-0.186835,-0.253209,3.208632,3.004823
34510,IMU,-59.151001,775.989535,768.318823,0.103198,0.134075,-0.967720,-0.186795,-0.252327,3.208646,3.004945
34511,DEPTH,-59.156263,775.988520,768.317609,0.103413,0.134065,-0.967680,-0.186591,-0.252541,3.208599,3.004475
34512,IMU,-59.158789,776.020602,768.347652,0.103464,0.134065,-0.967731,-0.186595,-0.252676,3.207684,3.004163
34513,IMU,-59.161317,776.052681,768.377697,0.103476,0.134014,-0.967748,-0.186541,-0.252832,3.208136,3.004742
34514,IMU,-59.163843,776.084763,768.407743,0.103471,0.133931,-0.967755,-0.186563,-0.252461,3.208329,3.004400
34515,DEPTH,-59.158942,776.085693,768.408866,0.103272,0.133941,-0.967793,-0.186750,-0.252263,3.208373,3.004834
34516,IMU,-59.161457,776.117781,768.438911,0.103368,0.133930,-0.967723,-0.186789,-0.250756,3.209223,3.004199
34517,IMU,-59.163964,776.149876,768.468951,0.103355,0.133920,-0.967720,-0.186818,-0.250646,3.209774,3.003674
34518,IMU,-59.166471,776.181972,768.498987,0.103368,0.133900,-0.967726,-0.186794,-0.250642,3.209355,3.003523
34519,DEPTH,-59.155984,776.183933,768.501378,0.102943,0.133921,-0.967807,-0.187188,-0.250215,3.209448,3.004449
34520,IMU,-59.158487,776.216030,768.531424,0.102970,0.133924,-0.967683,-0.187218,-0.250501,3.209991,3.004869
34521,IMU,-59.160988,776.248130,768.561470,0.102968,0.133889,-0.967686,-0.187231,-0.249611,3.209971,3.004172
34522,IMU,-59.163481,776.280230,768.591511,0.102919,0.133946,-0.967680,-0.187249,-0.248967,3.210173,3.004102
34523,DEPTH,-59.162129,776.280480,768.591818,0.102864,0.133949,-0.967690,-0.187299,-0.248912,3.210185,3.004221
34524,IMU,-59.164614,776.312581,768.621859,0.102841,0.134028,-0.967667,-0.187297,-0.248070,3.210087,3.004027
34525,IMU,-59.167096,776.344682,768.651898,0.102879,0.134058,-0.967661,-0.187288,-0.248340,3.210097,3.003781
34526,IMU,-59.169576,776.376784,768.681932,0.102863,0.134048,-0.967654,-0.187342,-0.247667,3.210288,3.003063
34527,DEPTH,-59.164480,776.377708,768.683085,0.102658,0.134058,-0.967694,-0.187528,-0.247459,3.210332,3.003510
34528,IMU,-59.166955,776.409813,768.713121,0.102589,0.134053,-0.967640,-0.187558,-0.247486,3.210586,3.003577
34529,IMU,-59.169428,776.441917,768.743155,0.102577,0.133985,-0.967649,-0.187569,-0.247003,3.210215,3.003318
34530,IMU,-59.171893,776.474021,768.773194,0.102636,0.134026,-0.967650,-0.187502,-0.246064,3.210538,3.004447
34531,DEPTH,-59.172436,776.473924,768.773071,0.102658,0.134025,-0.967645,-0.187482,-0.246086,3.210533,3.004400
34532,IMU,-59.174896,776.506029,768.803116,0.102714,0.133961,-0.967656,-0.187471,-0.245940,3.210521,3.004436
34533,IMU,-59.177348,776.538133,768.833162,0.102705,0.133943,-0.967668,-0.187428,-0.244448,3.210258,3.004861
34534,IMU,-59.179793,776.570235,768.863204,0.102738,0.133936,-0.967673,-0.187391,-0.244587,3.210121,3.003519
34535,DEPTH,-59.179915,776.570214,768.863176,0.102743,0.133936,-0.967672,-0.187387,-0.244592,3.210120,3.003508
34536,IMU,-59.182362,776.602311,768.893211,0.102780,0.133918,-0.967665,-0.187420,-0.244645,3.209417,3.003480
34537,IMU,-59.184804,776.634405,768.923245,0.102729,0.133904,-0.967677,-0.187397,-0.243892,3.209263,3.003225
34538,IMU,-59.187244,776.666496,768.953272,0.102690,0.133954,-0.967669,-0.187424,-0.244030,3.208934,3.002231
34539,DEPTH,-59.186856,776.666562,768.953359,0.102674,0.133955,-0.967672,-0.187437,-0.244014,3.208937,3.002265
34540,IMU,-59.189298,776.698649,768.983378,0.102666,0.133964,-0.967672,-0.187414,-0.244316,3.208488,3.001518
34541,IMU,-59.191742,776.730732,769.013393,0.102742,0.133937,-0.967673,-0.187385,-0.244409,3.208252,3.001605
34542,IMU,-59.194182,776.762816,769.043407,0.102667,0.133975,-0.967682,-0.187353,-0.243755,3.208397,3.001177
34543,DEPTH,-59.187164,776.763977,769.044979,0.102382,0.133990,-0.967740,-0.187594,-0.243467,3.208454,3.001787
34544,IMU,-59.189595,776.796061,769.074998,0.102488,0.134037,-0.967681,-0.187412,-0.242736,3.208479,3.001826
34545,IMU,-59.192021,776.828149,769.105016,0.102482,0.134034,-0.967695,-0.187347,-0.242390,3.208954,3.001926
34546,IMU,-59.194441,776.860238,769.135033,0.102442,0.134056,-0.967691,-0.187375,-0.241619,3.208956,3.001478
34547,DEPTH,-59.191840,776.860655,769.135616,0.102336,0.134061,-0.967712,-0.187463,-0.241512,3.208976,3.001705
34548,IMU,-59.194253,776.892741,769.165629,0.102378,0.134050,-0.967677,-0.187483,-0.241107,3.208224,3.000844
34549,IMU,-59.196663,776.924820,769.195635,0.102315,0.133945,-0.967700,-0.187475,-0.240939,3.207543,3.000407
34550,IMU,-59.199069,776.956895,769.225639,0.102226,0.133914,-0.967714,-0.187477,-0.240271,3.207537,3.000313
34551,DEPTH,-59.198665,776.956958,769.225730,0.102209,0.133915,-0.967717,-0.187490,-0.240255,3.207540,3.000348
34552,IMU,-59.201064,776.989029,769.255735,0.102231,0.133970,-0.967693,-0.187538,-0.239546,3.206645,3.000665
34553,IMU,-59.203461,777.021098,769.285735,0.102236,0.134023,-0.967678,-0.187576,-0.239965,3.207152,2.999488
34554,IMU,-59.205863,777.053171,769.315730,0.102223,0.134124,-0.967659,-0.187608,-0.240274,3.207499,2.999399
34555,DEPTH,-59.200606,777.053946,769.316913,0.102004,0.134136,-0.967704,-0.187777,-0.240058,3.207538,2.999858
34556,IMU,-59.203006,777.086023,769.346911,0.101967,0.134147,-0.967636,-0.187851,-0.239964,3.207734,2.999645
34557,IMU,-59.205404,777.118101,769.376907,0.102004,0.134226,-0.967622,-0.187849,-0.239750,3.207950,2.999502
34558,IMU,-59.207803,777.150177,769.406902,0.101998,0.134230,-0.967630,-0.187806,-0.240049,3.207217,2.999645
34559,DEPTH,-59.200010,777.151277,769.408665,0.101671,0.134248,-0.967696,-0.188052,-0.239728,3.207273,3.000328
34560,IMU,-59.202408,777.183351,769.438671,0.101648,0.134145,-0.967624,-0.188087,-0.239738,3.207599,3.000859
34561,IMU,-59.204803,777.215426,769.468680,0.101705,0.134175,-0.967622,-0.188045,-0.239385,3.207429,3.000880
34562,IMU,-59.207194,777.247498,769.498689,0.101664,0.134190,-0.967630,-0.188013,-0.238771,3.206956,3.001052
34563,DEPTH,-59.206963,777.247529,769.498742,0.101654,0.134190,-0.967632,-0.188020,-0.238762,3.206957,3.001072
34564,IMU,-59.209352,777.279599,769.528753,0.101662,0.134103,-0.967642,-0.188015,-0.238984,3.206945,3.001206
34565,IMU,-59.211743,777.311673,769.558763,0.101745,0.134103,-0.967622,-0.188075,-0.239244,3.208037,3.000837
34566,IMU,-59.214134,777.343756,769.588770,0.101741,0.134083,-0.967629,-0.188053,-0.238854,3.208492,3.000568
34567,DEPTH,-59.217121,777.343373,769.588090,0.101869,0.134076,-0.967603,-0.187963,-0.238977,3.208472,3.000305
34568,IMU,-59.219512,777.375458,769.618096,0.101917,0.133998,-0.967659,-0.187866,-0.239145,3.208448,3.000877
34569,IMU,-59.221905,777.407540,769.648103,0.101876,0.134021,-0.967677,-0.187781,-0.239490,3.207996,3.000628
34570,IMU,-59.224297,777.439619,769.678112,0.101840,0.133863,-0.967691,-0.187837,-0.238904,3.207742,3.001118
34571,DEPTH,-59.222306,777.439862,769.678567,0.101754,0.133868,-0.967709,-0.187896,-0.238822,3.207755,3.001295
34572,IMU,-59.224695,777.471940,769.708581,0.101704,0.133897,-0.967693,-0.187881,-0.239078,3.207770,3.001461
34573,IMU,-59.227084,777.504013,769.738598,0.101694,0.133788,-0.967708,-0.187887,-0.238655,3.206825,3.001913
34574,IMU,-59.229472,777.536084,769.768616,0.101760,0.133790,-0.967709,-0.187843,-0.238960,3.207399,3.001691
34575,DEPTH,-59.229710,777.536056,769.768561,0.101770,0.133790,-0.967707,-0.187836,-0.238969,3.207397,3.001669
34576,IMU,-59.232096,777.568131,769.798577,0.101827,0.133875,-0.967689,-0.187845,-0.238236,3.207646,3.001476
34577,IMU,-59.234476,777.600206,769.828590,0.101756,0.133795,-0.967699,-0.187893,-0.237714,3.207169,3.001030
34578,IMU,-59.236849,777.632276,769.858600,0.101750,0.133712,-0.967708,-0.187907,-0.236857,3.206903,3.001019
34579,DEPTH,-59.239230,777.632016,769.858052,0.101854,0.133706,-0.967687,-0.187840,-0.236955,3.206889,3.000807
34580,IMU,-59.241604,777.664084,769.888062,0.101908,0.133692,-0.967710,-0.187826,-0.237834,3.206661,3.001092
34581,IMU,-59.243985,777.696150,769.918074,0.101933,0.133701,-0.967708,-0.187817,-0.238372,3.206527,3.001285
34582,IMU,-59.246369,777.728215,769.948086,0.101926,0.133673,-0.967702,-0.187873,-0.238461,3.206491,3.001218
34583,DEPTH,-59.248590,777.727988,769.947574,0.102024,0.133668,-0.967681,-0.187812,-0.238553,3.206478,3.001020
34584,IMU,-59.250972,777.760053,769.977584,0.101942,0.133636,-0.967736,-0.187713,-0.237922,3.206472,3.000941
34585,IMU,-59.253351,777.792117,770.007592,0.101955,0.133665,-0.967730,-0.187719,-0.237754,3.206422,3.000674
34586,IMU,-59.255731,777.824179,770.037598,0.101943,0.133672,-0.967732,-0.187710,-0.238299,3.205945,3.000517
34587,DEPTH,-59.252175,777.824517,770.038420,0.101785,0.133681,-0.967764,-0.187804,-0.238153,3.205963,3.000835
34588,IMU,-59.254553,777.856579,770.068430,0.101849,0.133744,-0.967717,-0.187783,-0.237593,3.206478,3.001075
34589,IMU,-59.256922,777.888645,770.098443,0.101875,0.133744,-0.967717,-0.187771,-0.236205,3.206561,3.001544
34590,IMU,-59.259284,777.920712,770.128458,0.101917,0.133748,-0.967721,-0.187723,-0.236181,3.206900,3.001429
34591,DEPTH,-59.264477,777.920255,770.127254,0.102150,0.133735,-0.967673,-0.187590,-0.236394,3.206875,3.000963
34592,IMU,-59.266839,777.952320,770.157266,0.102142,0.133773,-0.967720,-0.187588,-0.236037,3.206205,3.001347
34593,IMU,-59.269197,777.984384,770.187281,0.102203,0.133695,-0.967700,-0.187714,-0.235424,3.206456,3.001589
34594,IMU,-59.271555,778.016451,770.217297,0.102219,0.133664,-0.967702,-0.187718,-0.236149,3.206973,3.001782
34595,DEPTH,-59.277838,778.015944,770.215840,0.102503,0.133648,-0.967643,-0.187563,-0.236406,3.206945,3.001217
34596,IMU,-59.280202,778.048017,770.245849,0.102479,0.133667,-0.967698,-0.187593,-0.236497,3.207660,3.000513
34597,IMU,-59.282571,778.080096,770.275858,0.102504,0.133731,-0.967688,-0.187589,-0.237150,3.208143,3.001277
34598,IMU,-59.284939,778.112177,770.305873,0.102568,0.133762,-0.967669,-0.187628,-0.236516,3.208008,3.001776
34599,DEPTH,-59.287655,778.111974,770.305243,0.102692,0.133755,-0.967643,-0.187562,-0.236627,3.207996,3.001531
34600,IMU,-59.290019,778.144052,770.335253,0.102663,0.133796,-0.967665,-0.187573,-0.236198,3.207545,3.000616
34601,IMU,-59.292379,778.176130,770.365258,0.102678,0.133856,-0.967652,-0.187589,-0.235743,3.208009,3.000380
34602,IMU,-59.294740,778.208210,770.395265,0.102586,0.133875,-0.967658,-0.187592,-0.236494,3.208053,3.000953
34603,DEPTH,-59.293503,778.208295,770.395553,0.102530,0.133878,-0.967670,-0.187621,-0.236443,3.208058,3.001065
34604,IMU,-59.295867,778.240379,770.425561,0.102503,0.133857,-0.967677,-0.187555,-0.236463,3.208871,3.000609
34605,IMU,-59.298230,778.272472,770.455568,0.102506,0.133769,-0.967674,-0.187630,-0.236106,3.209576,3.000801
34606,IMU,-59.300591,778.304567,770.485574,0.102431,0.133759,-0.967689,-0.187603,-0.236041,3.209554,3.000490
34607,DEPTH,-59.298015,778.304730,770.486174,0.102313,0.133765,-0.967714,-0.187661,-0.235935,3.209564,3.000722
34608,IMU,-59.300378,778.336822,770.516185,0.102369,0.133794,-0.967692,-0.187596,-0.236761,3.208876,3.001510
34609,IMU,-59.302745,778.368911,770.546202,0.102365,0.133797,-0.967695,-0.187580,-0.236523,3.208897,3.001783
34610,IMU,-59.305109,778.401006,770.576217,0.102345,0.133843,-0.967684,-0.187613,-0.236420,3.210125,3.001235
34611,DEPTH,-59.306282,778.400938,770.575943,0.102400,0.133840,-0.967673,-0.187587,-0.236468,3.210121,3.001129
34612,IMU,-59.308649,778.433036,770.605953,0.102386,0.133760,-0.967698,-0.187578,-0.236868,3.209545,3.000807
34613,IMU,-59.311018,778.465133,770.635960,0.102445,0.133806,-0.967692,-0.187546,-0.236898,3.209821,3.000468
34614,IMU,-59.313384,778.497233,770.665964,0.102521,0.133800,-0.967687,-0.187534,-0.236438,3.210262,3.000506
34615,DEPTH,-59.303688,778.497752,770.668232,0.102069,0.133826,-0.967782,-0.187744,-0.236041,3.210296,3.001385
34616,IMU,-59.306046,778.529856,770.698246,0.102075,0.133805,-0.967690,-0.187758,-0.235517,3.210469,3.001565
34617,IMU,-59.308399,778.561959,770.728259,0.102169,0.133800,-0.967671,-0.187807,-0.235115,3.210128,3.001008
34618,IMU,-59.310753,778.594062,770.758262,0.102083,0.133829,-0.967688,-0.187748,-0.235803,3.210509,2.999653
34619,DEPTH,-59.310498,778.594074,770.758322,0.102071,0.133829,-0.967690,-0.187753,-0.235792,3.210510,2.999677
34620,IMU,-59.312852,778.626179,770.788317,0.101918,0.133944,-0.967691,-0.187739,-0.235035,3.210410,2.999215
34621,IMU,-59.315201,778.658284,770.818307,0.102001,0.133944,-0.967673,-0.187787,-0.234872,3.210569,2.998821
34622,IMU,-59.317552,778.690387,770.848297,0.102035,0.133870,-0.967665,-0.187861,-0.235294,3.210095,2.999054
34623,DEPTH,-59.331108,778.689792,770.845092,0.102678,0.133832,-0.967531,-0.187580,-0.235853,3.210052,2.997813
34624,IMU,-59.333470,778.721894,770.875072,0.102704,0.133909,-0.967631,-0.187646,-0.236665,3.210482,2.998213
34625,IMU,-59.335834,778.753998,770.905058,0.102740,0.133911,-0.967645,-0.187552,-0.235968,3.210268,2.998829
34626,IMU,-59.338192,778.786100,770.935045,0.102754,0.133925,-0.967636,-0.187580,-0.235651,3.210149,2.998674
34627,DEPTH,-59.340997,778.785990,770.934378,0.102888,0.133917,-0.967608,-0.187523,-0.235767,3.210141,2.998416
34628,IMU,-59.343353,778.818090,770.964363,0.102863,0.133893,-0.967641,-0.187516,-0.235569,3.209725,2.998680
34629,IMU,-59.345706,778.850187,770.994351,0.102829,0.133938,-0.967647,-0.187473,-0.235038,3.209678,2.998776
34630,IMU,-59.348058,778.882282,771.024336,0.102785,0.133921,-0.967652,-0.187484,-0.235323,3.209338,2.998275
34631,DEPTH,-59.341793,778.882494,771.025835,0.102482,0.133939,-0.967714,-0.187608,-0.235066,3.209355,2.998855
34632,IMU,-59.344143,778.914592,771.055816,0.102482,0.133872,-0.967679,-0.187547,-0.235065,3.210088,2.997448
34633,IMU,-59.346493,778.946692,771.085790,0.102455,0.133900,-0.967673,-0.187568,-0.234952,3.210001,2.997341
34634,IMU,-59.348842,778.978794,771.115762,0.102450,0.133926,-0.967660,-0.187623,-0.234693,3.210382,2.997131
34635,DEPTH,-59.341208,778.979011,771.117604,0.102078,0.133948,-0.967736,-0.187771,-0.234377,3.210402,2.997844
34636,IMU,-59.343556,779.011112,771.147577,0.102090,0.133897,-0.967658,-0.187847,-0.235226,3.209728,2.996827
34637,IMU,-59.345904,779.043211,771.177550,0.102066,0.133867,-0.967676,-0.187791,-0.234436,3.210062,2.997699
34638,IMU,-59.348251,779.075315,771.207525,0.102039,0.133876,-0.967688,-0.187738,-0.234813,3.210823,2.997406
34639,DEPTH,-59.350486,779.075264,771.206980,0.102150,0.133870,-0.967665,-0.187696,-0.234906,3.210818,2.997196
34640,IMU,-59.352832,779.107372,771.236953,0.102080,0.133921,-0.967695,-0.187648,-0.234221,3.210846,2.997385
34641,IMU,-59.355177,779.139481,771.266928,0.102035,0.133939,-0.967702,-0.187620,-0.234715,3.210800,2.997490
34642,IMU,-59.357519,779.171586,771.296903,0.102051,0.133973,-0.967711,-0.187544,-0.233782,3.210275,2.997622
34643,DEPTH,-59.357987,779.171578,771.296788,0.102074,0.133972,-0.967706,-0.187535,-0.233801,3.210274,2.997577
34644,IMU,-59.360326,779.203680,771.326762,0.102101,0.133972,-0.967709,-0.187526,-0.233878,3.210119,2.997218
34645,IMU,-59.362657,779.235779,771.356734,0.102162,0.133972,-0.967699,-0.187547,-0.232294,3.209764,2.997225
34646,IMU,-59.364983,779.267876,771.386706,0.102141,0.133938,-0.967713,-0.187509,-0.232966,3.209594,2.997223
34647,DEPTH,-59.368368,779.267837,771.385865,0.102312,0.133928,-0.967679,-0.187447,-0.233106,3.209588,2.996897
34648,IMU,-59.370697,779.299937,771.415837,0.102250,0.133984,-0.967706,-0.187453,-0.232807,3.210269,2.997373
34649,IMU,-59.373023,779.332034,771.445809,0.102170,0.134008,-0.967716,-0.187425,-0.232334,3.209123,2.997203
34650,IMU,-59.375348,779.364124,771.475784,0.102167,0.134026,-0.967720,-0.187393,-0.232711,3.208847,2.997618
34651,DEPTH,-59.373870,779.364131,771.476154,0.102091,0.134031,-0.967735,-0.187419,-0.232650,3.208849,2.997761
34652,IMU,-59.376196,779.396218,771.506133,0.102083,0.134009,-0.967724,-0.187433,-0.232496,3.208630,2.998037
34653,IMU,-59.378521,779.428304,771.536116,0.102044,0.134053,-0.967725,-0.187416,-0.232577,3.208495,2.998570
34654,IMU,-59.380849,779.460387,771.566100,0.102008,0.134097,-0.967741,-0.187322,-0.232827,3.208158,2.998314
34655,DEPTH,-59.383736,779.460393,771.565372,0.102157,0.134088,-0.967712,-0.187273,-0.232946,3.208154,2.998032
34656,IMU,-59.386070,779.492477,771.595354,0.102221,0.134059,-0.967737,-0.187254,-0.233876,3.208638,2.998445
34657,IMU,-59.388410,779.524567,771.625339,0.102250,0.134059,-0.967740,-0.187225,-0.234075,3.209294,2.998600
34658,IMU,-59.390750,779.556661,771.655325,0.102294,0.134067,-0.967724,-0.187276,-0.233938,3.209566,2.998503
34659,DEPTH,-59.394341,779.556690,771.654413,0.102481,0.134056,-0.967687,-0.187217,-0.234086,3.209563,2.998151
34660,IMU,-59.396684,779.588784,771.684391,0.102472,0.134091,-0.967706,-0.187257,-0.234553,3.209173,2.997575
34661,IMU,-59.399028,779.620877,771.714369,0.102539,0.134083,-0.967697,-0.187268,-0.234353,3.209362,2.997953
34662,IMU,-59.401369,779.652970,771.744349,0.102526,0.134037,-0.967722,-0.187183,-0.233800,3.209402,2.997983
34663,DEPTH,-59.401816,779.652977,771.744234,0.102549,0.134036,-0.967717,-0.187176,-0.233819,3.209402,2.997939
34664,IMU,-59.404149,779.685073,771.774214,0.102535,0.134022,-0.967723,-0.187184,-0.232649,3.209859,2.998001
34665,IMU,-59.406471,779.717173,771.804198,0.102564,0.134063,-0.967715,-0.187177,-0.231793,3.210087,2.998894
34666,IMU,-59.408790,779.749274,771.834185,0.102548,0.134056,-0.967729,-0.187118,-0.232006,3.210252,2.998472
34667,DEPTH,-59.412940,779.749355,771.833118,0.102768,0.134043,-0.967686,-0.187055,-0.232177,3.210250,2.998058
34668,IMU,-59.415256,779.781454,771.863095,0.102761,0.134043,-0.967731,-0.186999,-0.231080,3.209484,2.997428
34669,IMU,-59.417566,779.813548,771.893066,0.102743,0.133976,-0.967737,-0.187030,-0.230810,3.209219,2.996795
34670,IMU,-59.419873,779.845643,771.923037,0.102747,0.133956,-0.967745,-0.186998,-0.230608,3.209832,2.997424
34671,DEPTH,-59.415929,779.845540,771.924058,0.102536,0.133968,-0.967787,-0.187055,-0.230445,3.209833,2.997820
34672,IMU,-59.418229,779.877637,771.954037,0.102583,0.133960,-0.967739,-0.187118,-0.229481,3.209583,2.998054
34673,IMU,-59.420524,779.909729,771.984019,0.102613,0.133896,-0.967734,-0.187169,-0.229642,3.208721,2.998290
34674,IMU,-59.422822,779.941819,772.014004,0.102674,0.133880,-0.967733,-0.187157,-0.229861,3.209349,2.998791
34675,DEPTH,-59.428035,779.941990,772.012649,0.102955,0.133863,-0.967677,-0.187084,-0.230075,3.209349,2.998266
